Country,Period,Total Exports Value ($US),Customs Import Value (Gen) ($US)
St Kitts and Nevis,Mar-15,"12,504,799","5,571,037"
St Kitts and Nevis,Apr-15,"12,932,880","6,356,231"
St Kitts and Nevis,May-15,"10,182,967","5,243,991"
St Kitts and Nevis,Jun-15,"9,129,250","3,922,149"
St Kitts and Nevis,Jul-15,"13,014,333","3,738,770"
St Kitts and Nevis,Aug-15,"8,031,095","3,965,143"
St Kitts and Nevis,Sep-15,"11,441,280","3,566,486"
St Kitts and Nevis,Oct-15,"18,923,756","3,898,417"
St Kitts and Nevis,Nov-15,"14,348,833","3,982,851"
St Kitts and Nevis,Dec-15,"13,964,969","3,813,766"
St Kitts and Nevis,Jan-16,"13,490,254","3,929,362"
St Kitts and Nevis,Feb-16,"11,584,382","4,191,291"
St Kitts and Nevis,Mar-16,"12,655,953","3,707,536"
St Kitts and Nevis,Apr-16,"10,819,939","5,925,260"
St Kitts and Nevis,May-16,"9,198,852","4,366,585"
St Kitts and Nevis,Jun-16,"10,078,035","3,585,434"
St Kitts and Nevis,Jul-16,"10,368,297","4,296,155"
St Kitts and Nevis,Aug-16,"10,486,261","3,680,683"
St Kitts and Nevis,Sep-16,"12,646,188","3,312,477"
St Kitts and Nevis,Oct-16,"13,830,145","4,648,916"
St Kitts and Nevis,Nov-16,"14,779,591","4,068,298"
St Kitts and Nevis,Dec-16,"14,592,369","3,360,510"
St Kitts and Nevis,Jan-17,"12,067,302","4,067,093"
St Kitts and Nevis,Feb-17,"13,234,875","3,684,287"
St Kitts and Nevis,Mar-17,"13,113,077","4,053,610"
St Kitts and Nevis,Apr-17,"10,176,817","4,130,033"
St Kitts and Nevis,May-17,"11,068,141","4,283,496"
St Kitts and Nevis,Jun-17,"11,838,451","4,022,909"
St Kitts and Nevis,Jul-17,"77,755,045","4,103,721"
St Kitts and Nevis,Aug-17,"14,990,636","3,213,024"
St Kitts and Nevis,Sep-17,"11,706,679","2,926,761"
St Kitts and Nevis,Oct-17,"23,851,724","3,684,542"
St Kitts and Nevis,Nov-17,"24,235,636","4,910,912"
St Kitts and Nevis,Dec-17,"19,492,251","4,510,993"
St Kitts and Nevis,Jan-18,"19,162,420","4,685,942"
St Kitts and Nevis,Feb-18,"20,194,867","4,654,396"
St Kitts and Nevis,Mar-18,"18,986,560","3,605,174"
St Kitts and Nevis,Apr-18,"14,831,930","4,965,194"
St Kitts and Nevis,May-18,"20,826,993","5,897,265"
St Kitts and Nevis,Jun-18,"13,964,203","3,739,028"
St Kitts and Nevis,Jul-18,"10,545,361","4,301,115"
St Kitts and Nevis,Aug-18,"18,918,909","3,366,152"
St Kitts and Nevis,Sep-18,"14,089,932","2,780,521"
St Kitts and Nevis,Oct-18,"23,291,161","5,246,339"
St Kitts and Nevis,Nov-18,"18,951,486","5,080,571"
St Kitts and Nevis,Dec-18,"15,595,687","3,605,032"
St Kitts and Nevis,Jan-19,"15,050,495","4,581,832"
St Kitts and Nevis,Feb-19,"15,994,230","4,053,617"
St Kitts and Nevis,Mar-19,"13,229,843","3,387,161"
St Kitts and Nevis,Apr-19,"13,249,875","5,184,636"
St Kitts and Nevis,May-19,"14,290,826","4,287,130"
St Kitts and Nevis,Jun-19,"14,589,852","3,267,985"
St Kitts and Nevis,Jul-19,"15,270,318","3,544,882"
St Kitts and Nevis,Aug-19,"16,380,932","3,977,364"
St Kitts and Nevis,Sep-19,"14,179,994","4,662,840"
St Kitts and Nevis,Oct-19,"24,330,199","5,845,552"
St Kitts and Nevis,Nov-19,"22,198,072","7,687,007"
St Kitts and Nevis,Dec-19,"17,977,058","6,173,933"
St Kitts and Nevis,Jan-20,"18,660,044","7,285,215"
St Kitts and Nevis,Feb-20,"15,584,464","5,005,746"
St Kitts and Nevis,Mar-20,"13,159,535","4,631,316"
St Kitts and Nevis,Apr-20,"7,626,844","2,380,037"
St Kitts and Nevis,May-20,"6,700,309","2,032,057"
St Kitts and Nevis,Jun-20,"6,093,385","4,374,904"
St Kitts and Nevis,Jul-20,"8,575,705","3,332,899"
St Kitts and Nevis,Aug-20,"11,112,983","3,826,923"
St Kitts and Nevis,Sep-20,"12,205,893","4,666,058"
St Kitts and Nevis,Oct-20,"11,498,207","3,769,995"
St Kitts and Nevis,Nov-20,"12,648,841","3,135,518"
St Kitts and Nevis,Dec-20,"12,183,156","5,657,466"
St Kitts and Nevis,Jan-21,"9,849,580","3,269,490"
St Kitts and Nevis,Feb-21,"10,595,200","3,175,451"
St Kitts and Nevis,Mar-21,"12,051,986","4,969,299"
St Kitts and Nevis,Apr-21,"17,460,545","3,061,935"
St Kitts and Nevis,May-21,"13,832,575","2,751,301"
St Kitts and Nevis,Jun-21,"10,225,808","3,805,279"
St Kitts and Nevis,Jul-21,"7,764,103","1,259,225"
St Kitts and Nevis,Aug-21,"9,750,988","3,646,024"
St Kitts and Nevis,Sep-21,"11,763,564","3,924,321"
St Kitts and Nevis,Oct-21,"12,314,995","3,368,725"
St Kitts and Nevis,Nov-21,"15,497,606","3,766,750"
St Kitts and Nevis,Dec-21,"13,125,501","3,183,113"
St Kitts and Nevis,Jan-22,"11,759,010","2,533,062"
St Kitts and Nevis,Feb-22,"13,304,513","2,767,827"
St Kitts and Nevis,Mar-22,"15,595,225","3,825,950"
St Kitts and Nevis,Apr-22,"10,923,019","3,753,471"
St Kitts and Nevis,May-22,"14,345,725","3,711,241"
St Kitts and Nevis,Jun-22,"12,463,374","2,558,170"
St Kitts and Nevis,Jul-22,"11,803,562","2,442,498"
St Kitts and Nevis,Aug-22,"16,528,922","2,110,269"
St Kitts and Nevis,Sep-22,"16,822,433","2,489,334"
St Kitts and Nevis,Oct-22,"15,943,886","1,474,374"
St Kitts and Nevis,Nov-22,"18,258,699","1,640,926"
St Kitts and Nevis,Dec-22,"15,771,192","1,717,879"
St Kitts and Nevis,Jan-23,"15,068,706","1,724,575"
St Kitts and Nevis,Feb-23,"14,583,025","1,565,764"
St Kitts and Nevis,Mar-23,"18,345,778","1,619,218"
St Kitts and Nevis,Apr-23,"13,375,028","3,394,398"
St Kitts and Nevis,May-23,"12,798,478","2,408,738"
St Kitts and Nevis,Jun-23,"15,428,429","1,334,712"
St Kitts and Nevis,Jul-23,"11,259,542","1,327,286"
St Kitts and Nevis,Aug-23,"11,872,733","1,124,646"
St Kitts and Nevis,Sep-23,"13,561,942","1,846,964"
St Kitts and Nevis,Oct-23,"18,489,385","1,455,984"
St Kitts and Nevis,Nov-23,"16,490,200","1,776,263"
St Kitts and Nevis,Dec-23,"15,010,243","2,072,423"
St Lucia,Jan-15,"44,573,982","963,019"
St Lucia,Feb-15,"36,483,594","1,551,361"
St Lucia,Mar-15,"29,020,908","3,930,630"
St Lucia,Apr-15,"66,950,685","1,497,151"
St Lucia,May-15,"31,439,270","1,492,719"
St Lucia,Jun-15,"70,262,147","1,420,113"
St Lucia,Jul-15,"41,622,470","1,551,468"
St Lucia,Aug-15,"32,050,845","1,292,425"
St Lucia,Sep-15,"33,727,345","1,600,160"
St Lucia,Oct-15,"33,342,798","4,037,188"
St Lucia,Nov-15,"42,048,514","6,981,524"
St Lucia,Dec-15,"53,892,578","2,686,219"
St Lucia,Jan-16,"20,093,696","1,208,573"
St Lucia,Feb-16,"63,567,844","1,430,174"
St Lucia,Mar-16,"59,235,016","1,045,824"
St Lucia,Apr-16,"13,615,033","826,562"
St Lucia,May-16,"23,379,441","866,148"
St Lucia,Jun-16,"18,420,235","840,867"
St Lucia,Jul-16,"43,561,551","773,799"
St Lucia,Aug-16,"32,120,452","945,111"
St Lucia,Sep-16,"62,373,712","2,943,867"
St Lucia,Oct-16,"29,685,896","1,049,369"
St Lucia,Nov-16,"35,498,371","1,144,598"
St Lucia,Dec-16,"37,249,743","950,164"
St Lucia,Jan-17,"39,819,489","2,023,045"
St Lucia,Feb-17,"54,745,479","2,226,602"
St Lucia,Mar-17,"61,807,984","2,677,013"
St Lucia,Apr-17,"13,434,938","778,526"
St Lucia,May-17,"26,689,491","6,005,714"
St Lucia,Jun-17,"67,477,532","6,428,537"
St Lucia,Jul-17,"48,948,151","3,425,751"
St Lucia,Aug-17,"20,805,353","3,451,716"
St Lucia,Sep-17,"59,037,012","3,301,102"
St Lucia,Oct-17,"70,225,186","955,377"
St Lucia,Nov-17,"45,584,896","3,662,669"
St Lucia,Dec-17,"47,043,089","3,498,654"
St Lucia,Jan-18,"32,779,717","821,722"
St Lucia,Feb-18,"84,154,926","3,913,374"
St Lucia,Mar-18,"15,784,629","3,855,583"
St Lucia,Apr-18,"64,167,324","786,567"
St Lucia,May-18,"74,859,986","913,870"
St Lucia,Jun-18,"71,555,322","2,251,826"
St Lucia,Jul-18,"40,428,185","4,640,067"
St Lucia,Aug-18,"16,015,099","1,238,111"
St Lucia,Sep-18,"41,918,501","870,877"
St Lucia,Oct-18,"43,556,138","931,753"
St Lucia,Nov-18,"44,911,417","2,455,608"
St Lucia,Dec-18,"60,288,371","3,415,303"
St Lucia,Jan-19,"74,961,059","883,995"
St Lucia,Feb-19,"59,039,748","738,627"
St Lucia,Mar-19,"104,912,140","789,374"
St Lucia,Apr-19,"47,708,314","2,208,577"
St Lucia,May-19,"77,414,306","1,145,209"
St Lucia,Jun-19,"70,831,557","764,808"
St Lucia,Jul-19,"41,191,017","976,826"
St Lucia,Aug-19,"95,573,200","1,674,433"
St Lucia,Sep-19,"12,907,723","779,106"
St Lucia,Oct-19,"74,576,245","698,356"
St Lucia,Nov-19,"36,622,430","729,384"
St Lucia,Dec-19,"125,864,201","2,258,075"
St Lucia,Jan-20,"95,287,754","956,347"
St Lucia,Feb-20,"38,366,893","640,975"
St Lucia,Mar-20,"81,953,547","699,759"
St Lucia,Apr-20,"99,126,939","407,818"
St Lucia,May-20,"23,950,193","600,689"
St Lucia,Jun-20,"63,511,786","793,194"
St Lucia,Jul-20,"9,489,675","1,063,449"
St Lucia,Aug-20,"46,983,420","628,821"
St Lucia,Sep-20,"26,269,044","858,766"
St Lucia,Oct-20,"21,328,958","712,432"
St Lucia,Nov-20,"18,661,327","595,774"
St Lucia,Dec-20,"96,089,049","940,481"
St Lucia,Jan-21,"36,743,359","611,229"
St Lucia,Feb-21,"30,388,345","606,921"
St Lucia,Mar-21,"64,567,665","1,046,437"
St Lucia,Apr-21,"33,665,230","801,041"
St Lucia,May-21,"13,612,714","677,153"
St Lucia,Jun-21,"31,256,457","772,155"
St Lucia,Jul-21,"15,894,687","944,024"
St Lucia,Aug-21,"77,276,879","989,139"
St Lucia,Sep-21,"45,344,506","1,232,342"
St Lucia,Oct-21,"85,107,148","1,115,464"
St Lucia,Nov-21,"17,719,229","1,048,463"
St Lucia,Dec-21,"82,873,933","1,081,380"
St Lucia,Jan-22,"15,679,064","903,276"
St Lucia,Feb-22,"52,222,832","763,466"
St Lucia,Mar-22,"44,158,869","1,018,257"
St Lucia,Apr-22,"113,732,402","1,021,115"
St Lucia,May-22,"70,842,297","1,108,057"
St Lucia,Jun-22,"92,935,200","788,681"
St Lucia,Jul-22,"68,827,467","966,507"
St Lucia,Aug-22,"128,211,365","792,050"
St Lucia,Sep-22,"29,372,302","767,668"
St Lucia,Oct-22,"131,113,131","567,310"
St Lucia,Nov-22,"21,819,061","1,639,739"
St Lucia,Dec-22,"123,507,587","1,121,464"
St Lucia,Jan-23,"73,987,339","465,966"
St Lucia,Feb-23,"66,348,246","848,214"
St Lucia,Mar-23,"63,861,204","759,394"
St Lucia,Apr-23,"95,293,005","658,963"
St Lucia,May-23,"59,050,137","763,021"
St Lucia,Jun-23,"62,944,833","513,729"
St Lucia,Jul-23,"20,257,165","1,122,623"
St Lucia,Aug-23,"66,986,255","1,501,103"
St Lucia,Sep-23,"26,096,884","526,250"
St Lucia,Oct-23,"29,459,709","1,172,217"
St Lucia,Nov-23,"31,938,484","1,546,747"
St Lucia,Dec-23,"89,699,045","502,766"
St Pierre and Miquelon,Jan-15,"26,051",2
St Pierre and Miquelon,Feb-15,,5
St Pierre and Miquelon,Mar-15,"18,154",75
St Pierre and Miquelon,May-15,"86,947","54,925"
St Pierre and Miquelon,Jun-15,"2,966","16,585"
St Pierre and Miquelon,Jul-15,,"39,994"
St Pierre and Miquelon,Sep-15,"69,907","21,576"
St Pierre and Miquelon,Oct-15,"19,742",
St Pierre and Miquelon,Nov-15,"3,692","15,265"
St Pierre and Miquelon,Dec-15,,"37,193"
St Pierre and Miquelon,Jan-16,,24
St Pierre and Miquelon,Feb-16,,"3,705"
St Pierre and Miquelon,Mar-16,,"19,849"
St Pierre and Miquelon,Apr-16,"9,481","5,529"
St Pierre and Miquelon,May-16,,"113,768"
St Pierre and Miquelon,Jul-16,"21,210",718
St Pierre and Miquelon,Aug-16,"8,197","9,684"
St Pierre and Miquelon,Sep-16,"23,572",13
St Pierre and Miquelon,Oct-16,,659
St Pierre and Miquelon,Dec-16,,370
St Pierre and Miquelon,Jan-17,,"5,200"
St Pierre and Miquelon,Feb-17,"3,048",
St Pierre and Miquelon,Mar-17,,"4,013"
St Pierre and Miquelon,Apr-17,"2,595","4,240"
St Pierre and Miquelon,May-17,"257,857","275,015"
St Pierre and Miquelon,Jun-17,,41
St Pierre and Miquelon,Jul-17,"78,067",
St Pierre and Miquelon,Sep-17,,149
St Pierre and Miquelon,Oct-17,,256
St Pierre and Miquelon,Nov-17,,34
St Pierre and Miquelon,Dec-17,"49,002",246
St Pierre and Miquelon,Feb-18,"5,881","2,460"
St Pierre and Miquelon,Apr-18,"3,893",375
St Pierre and Miquelon,Jun-18,"118,784",205
St Pierre and Miquelon,Aug-18,,"10,696"
St Pierre and Miquelon,Oct-18,,"1,768"
St Pierre and Miquelon,Nov-18,"3,570",
St Pierre and Miquelon,Feb-19,"61,387",
St Pierre and Miquelon,Mar-19,,"1,217"
St Pierre and Miquelon,May-19,"10,600",
St Pierre and Miquelon,Jun-19,,103
St Pierre and Miquelon,Jul-19,"12,895","29,877"
St Pierre and Miquelon,Oct-19,"3,600",94
St Pierre and Miquelon,Nov-19,,"1,313"
St Pierre and Miquelon,Jan-20,"171,875","3,805"
St Pierre and Miquelon,Mar-20,"3,692",
St Pierre and Miquelon,Apr-20,"5,423","2,328"
St Pierre and Miquelon,Jun-20,"5,756",
St Pierre and Miquelon,Jul-20,"61,695","31,971"
St Pierre and Miquelon,Aug-20,"10,945","10,757"
St Pierre and Miquelon,Oct-20,"12,561",
St Pierre and Miquelon,Nov-20,,989
St Pierre and Miquelon,Dec-20,,"1,971"
St Pierre and Miquelon,Feb-21,,304
St Pierre and Miquelon,May-21,,92
St Pierre and Miquelon,Jun-21,,205
St Pierre and Miquelon,Jul-21,,378
St Pierre and Miquelon,Sep-21,,30
St Pierre and Miquelon,Oct-21,,509
St Pierre and Miquelon,Nov-21,,"12,931"
St Pierre and Miquelon,Dec-21,"4,038",
St Pierre and Miquelon,Feb-22,,"7,910"
St Pierre and Miquelon,Apr-22,"2,825","2,112"
St Pierre and Miquelon,May-22,,"1,230"
St Pierre and Miquelon,Jun-22,"36,745",513
St Pierre and Miquelon,Jul-22,"15,220",
St Pierre and Miquelon,Sep-22,"24,705","5,779"
St Pierre and Miquelon,Oct-22,,513
St Pierre and Miquelon,Nov-22,,354
St Pierre and Miquelon,Dec-22,"58,908",
St Pierre and Miquelon,Jan-23,"14,000",
St Pierre and Miquelon,Feb-23,,"20,207"
St Pierre and Miquelon,Mar-23,"80,117",
St Pierre and Miquelon,Apr-23,"30,543",121
St Pierre and Miquelon,Aug-23,,"32,031"
St Pierre and Miquelon,Sep-23,"4,990",
St Pierre and Miquelon,Nov-23,"6,335",
St Pierre and Miquelon,Dec-23,"3,892",
St Vincent and the Grenadines,Jan-15,"3,932,887","24,929"
St Vincent and the Grenadines,Feb-15,"5,701,656","127,934"
St Vincent and the Grenadines,Mar-15,"5,712,306","181,080"
St Vincent and the Grenadines,Apr-15,"5,673,826","46,817"
St Vincent and the Grenadines,May-15,"10,744,316","208,359"
St Vincent and the Grenadines,Jun-15,"7,601,889","296,900"
St Vincent and the Grenadines,Jul-15,"7,609,325","254,182"
St Vincent and the Grenadines,Aug-15,"7,450,237","92,752"
St Vincent and the Grenadines,Sep-15,"6,174,182","48,160"
St Vincent and the Grenadines,Oct-15,"7,376,498","47,552"
St Vincent and the Grenadines,Nov-15,"9,662,523","245,059"
St Vincent and the Grenadines,Dec-15,"7,082,853","194,352"
St Vincent and the Grenadines,Jan-16,"5,857,721","185,356"
St Vincent and the Grenadines,Feb-16,"8,494,470","126,880"
St Vincent and the Grenadines,Mar-16,"7,330,966","113,883"
St Vincent and the Grenadines,Apr-16,"8,172,059","290,520"
St Vincent and the Grenadines,May-16,"5,945,227","172,962"
St Vincent and the Grenadines,Jun-16,"9,315,663","123,889"
St Vincent and the Grenadines,Jul-16,"5,304,997","272,524"
St Vincent and the Grenadines,Aug-16,"13,863,390","141,860"
St Vincent and the Grenadines,Sep-16,"7,222,873","55,193"
St Vincent and the Grenadines,Oct-16,"8,468,098","183,395"
St Vincent and the Grenadines,Nov-16,"7,437,193","476,457"
St Vincent and the Grenadines,Dec-16,"6,183,205","937,169"
St Vincent and the Grenadines,Jan-17,"7,706,822","763,046"
St Vincent and the Grenadines,Feb-17,"5,232,814","440,614"
St Vincent and the Grenadines,Mar-17,"9,257,906","567,346"
St Vincent and the Grenadines,Apr-17,"4,535,072","395,896"
St Vincent and the Grenadines,May-17,"6,267,418","1,328,579"
St Vincent and the Grenadines,Jun-17,"8,466,934","269,496"
St Vincent and the Grenadines,Jul-17,"4,549,644","111,775"
St Vincent and the Grenadines,Aug-17,"8,087,827","369,313"
St Vincent and the Grenadines,Sep-17,"4,895,162","147,395"
St Vincent and the Grenadines,Oct-17,"5,820,177","238,092"
St Vincent and the Grenadines,Nov-17,"10,976,044","110,599"
St Vincent and the Grenadines,Dec-17,"5,552,942","163,627"
St Vincent and the Grenadines,Jan-18,"5,545,292","265,587"
St Vincent and the Grenadines,Feb-18,"8,642,020","201,875"
St Vincent and the Grenadines,Mar-18,"5,290,220","302,365"
St Vincent and the Grenadines,Apr-18,"6,874,233","369,178"
St Vincent and the Grenadines,May-18,"7,366,086","605,028"
St Vincent and the Grenadines,Jun-18,"6,118,061","433,154"
St Vincent and the Grenadines,Jul-18,"7,359,965","469,063"
St Vincent and the Grenadines,Aug-18,"5,239,693","426,421"
St Vincent and the Grenadines,Sep-18,"7,638,909","506,375"
St Vincent and the Grenadines,Oct-18,"7,679,341","666,476"
St Vincent and the Grenadines,Nov-18,"6,228,856","464,719"
St Vincent and the Grenadines,Dec-18,"8,414,556","589,772"
St Vincent and the Grenadines,Jan-19,"6,115,118","486,323"
St Vincent and the Grenadines,Feb-19,"6,021,465","391,650"
St Vincent and the Grenadines,Mar-19,"8,118,355","629,081"
St Vincent and the Grenadines,Apr-19,"5,298,231","343,378"
St Vincent and the Grenadines,May-19,"29,658,989","502,705"
St Vincent and the Grenadines,Jun-19,"5,995,233","383,516"
St Vincent and the Grenadines,Jul-19,"4,612,025","542,746"
St Vincent and the Grenadines,Aug-19,"9,266,547","266,970"
St Vincent and the Grenadines,Sep-19,"4,690,698","256,584"
St Vincent and the Grenadines,Oct-19,"6,746,524","478,374"
St Vincent and the Grenadines,Nov-19,"9,203,600","504,566"
St Vincent and the Grenadines,Dec-19,"7,270,305","321,894"
St Vincent and the Grenadines,Jan-20,"7,940,128","301,616"
St Vincent and the Grenadines,Feb-20,"4,884,376","402,490"
St Vincent and the Grenadines,Mar-20,"5,271,024","478,952"
St Vincent and the Grenadines,Apr-20,"7,153,833","425,290"
St Vincent and the Grenadines,May-20,"4,214,675","396,750"
St Vincent and the Grenadines,Jun-20,"6,241,485","573,215"
St Vincent and the Grenadines,Jul-20,"4,633,877","688,877"
St Vincent and the Grenadines,Aug-20,"4,958,726","632,541"
St Vincent and the Grenadines,Sep-20,"9,134,956","465,709"
St Vincent and the Grenadines,Oct-20,"5,174,669","458,211"
St Vincent and the Grenadines,Nov-20,"10,902,826","231,331"
St Vincent and the Grenadines,Dec-20,"7,110,193","602,272"
St Vincent and the Grenadines,Jan-21,"6,756,323","355,204"
St Vincent and the Grenadines,Feb-21,"6,849,443","358,193"
St Vincent and the Grenadines,Mar-21,"6,036,139","433,149"
St Vincent and the Grenadines,Apr-21,"11,449,503","467,319"
St Vincent and the Grenadines,May-21,"6,067,854","407,862"
St Vincent and the Grenadines,Jun-21,"13,139,111","889,799"
St Vincent and the Grenadines,Jul-21,"5,913,556","242,182"
St Vincent and the Grenadines,Aug-21,"6,147,206","831,794"
St Vincent and the Grenadines,Sep-21,"10,596,334","273,072"
St Vincent and the Grenadines,Oct-21,"9,251,482","509,367"
St Vincent and the Grenadines,Nov-21,"11,015,381","546,925"
St Vincent and the Grenadines,Dec-21,"9,076,082","511,657"
St Vincent and the Grenadines,Jan-22,"6,890,069","496,494"
St Vincent and the Grenadines,Feb-22,"9,550,149","696,036"
St Vincent and the Grenadines,Mar-22,"8,486,482","548,740"
St Vincent and the Grenadines,Apr-22,"13,462,120","916,385"
St Vincent and the Grenadines,May-22,"19,829,465","1,384,177"
St Vincent and the Grenadines,Jun-22,"8,450,156","247,532"
St Vincent and the Grenadines,Jul-22,"11,796,648","715,838"
St Vincent and the Grenadines,Aug-22,"15,282,085","1,142,192"
St Vincent and the Grenadines,Sep-22,"12,649,565","373,711"
St Vincent and the Grenadines,Oct-22,"20,116,145","872,547"
St Vincent and the Grenadines,Nov-22,"14,712,902","217,086"
St Vincent and the Grenadines,Dec-22,"9,116,524","1,033,350"
St Vincent and the Grenadines,Jan-23,"14,238,280","272,595"
St Vincent and the Grenadines,Feb-23,"11,756,340","564,786"
St Vincent and the Grenadines,Mar-23,"12,416,112","626,035"
St Vincent and the Grenadines,Apr-23,"8,434,776","267,384"
St Vincent and the Grenadines,May-23,"18,587,341","885,840"
St Vincent and the Grenadines,Jun-23,"12,244,835","597,555"
St Vincent and the Grenadines,Jul-23,"9,079,527","683,550"
St Vincent and the Grenadines,Aug-23,"18,191,715","247,683"
St Vincent and the Grenadines,Sep-23,"12,823,211","282,460"
St Vincent and the Grenadines,Oct-23,"14,028,722","579,342"
St Vincent and the Grenadines,Nov-23,"18,732,789","246,174"
St Vincent and the Grenadines,Dec-23,"15,016,978","76,065"
Sudan,Jan-15,"1,243,919","99,056"
Sudan,Feb-15,"5,800,766","567,637"
Sudan,Mar-15,"122,214","1,043,543"
Sudan,Apr-15,"13,116,125","1,326,029"
Sudan,May-15,"9,256,043","1,101,883"
Sudan,Jun-15,"3,576,976","271,324"
Sudan,Jul-15,"807,266","388,080"
Sudan,Aug-15,"2,494,082","893,914"
Sudan,Sep-15,"3,468,098","1,056,793"
Sudan,Oct-15,"11,348,717","656,806"
Sudan,Nov-15,"6,250,939","1,179,948"
Sudan,Dec-15,"2,029,852","388,240"
Sudan,Jan-16,"3,944,150","869,841"
Sudan,Feb-16,"373,796","6,094,685"
Sudan,Mar-16,"11,734,810","1,094,402"
Sudan,Apr-16,"9,676,399","1,445,219"
Sudan,May-16,"4,466,176","1,161,286"
Sudan,Jun-16,"2,292,538","1,623,671"
Sudan,Jul-16,"520,018","409,792"
Sudan,Aug-16,"11,361,184","591,338"
Sudan,Sep-16,"5,006,647",395
Sudan,Oct-16,"4,494,266","1,036"
Sudan,Nov-16,"190,115","176,451"
Sudan,Dec-16,"1,462,517","1,287,799"
Sudan,Jan-17,"4,346,699","767,005"
Sudan,Feb-17,"13,863,346","2,862"
Sudan,Mar-17,"12,219,268","1,159,712"
Sudan,Apr-17,"12,713,545","1,783,644"
Sudan,May-17,"1,822,576","591,208"
Sudan,Jun-17,"3,215,305","2,112,636"
Sudan,Jul-17,"1,150,075","185,175"
Sudan,Aug-17,"7,256,388","1,519,125"
Sudan,Sep-17,"2,595,459","1,744,313"
Sudan,Oct-17,"4,771,377","611,913"
Sudan,Nov-17,"1,808,037","1,074,868"
Sudan,Dec-17,"3,640,957","1,499,895"
Sudan,Jan-18,"3,038,521","1,518,618"
Sudan,Feb-18,"8,834,296","2,247,963"
Sudan,Mar-18,"7,669,510","1,072,929"
Sudan,Apr-18,"11,765,664","1,217,586"
Sudan,May-18,"12,920,348","552,851"
Sudan,Jun-18,"4,203,755","1,387,206"
Sudan,Jul-18,"3,406,988","1,362,668"
Sudan,Aug-18,"1,782,085","518,940"
Sudan,Sep-18,"2,878,979","1,626,113"
Sudan,Oct-18,"13,000,302","2,290,106"
Sudan,Nov-18,"6,650,038","789,018"
Sudan,Dec-18,"18,817,952","1,068,822"
Sudan,Jan-19,"2,707,299","1,624,242"
Sudan,Feb-19,"1,477,419","493,755"
Sudan,Mar-19,"11,890,333","339,184"
Sudan,Apr-19,"3,319,588","750,448"
Sudan,May-19,"923,126","451,290"
Sudan,Jun-19,"938,232","1,670,325"
Sudan,Jul-19,"8,598,231","14,067,318"
Sudan,Aug-19,"3,204,220","1,430,802"
Sudan,Sep-19,"11,904,757","154,528"
Sudan,Oct-19,"11,326,194","208,092"
Sudan,Nov-19,"15,166,727","28,068"
Sudan,Dec-19,"2,636,537","23,476"
Sudan,Jan-20,"3,624,560","623,661"
Sudan,Feb-20,"442,264","490,005"
Sudan,Mar-20,"712,139","210,817"
Sudan,Apr-20,"6,913,132","220,575"
Sudan,May-20,"1,788,680","1,341,578"
Sudan,Jun-20,"2,409,568","23,429,695"
Sudan,Jul-20,"2,298,775","6,935"
Sudan,Aug-20,"47,730,391","2,423,130"
Sudan,Sep-20,"2,652,735","1,590,550"
Sudan,Oct-20,"467,040","1,431,999"
Sudan,Nov-20,"1,086,775","15,927"
Sudan,Dec-20,"1,337,995","50,415,075"
Sudan,Jan-21,"5,274,083","273,788"
Sudan,Feb-21,"12,072,293","767,421"
Sudan,Mar-21,"3,103,418","5,766"
Sudan,Apr-21,"3,242,711","1,495,270"
Sudan,May-21,"20,187,330","3,372"
Sudan,Jun-21,"26,338,433","1,191"
Sudan,Jul-21,"27,413,897","3,328,285"
Sudan,Aug-21,"19,222,288","9,892,681"
Sudan,Sep-21,"28,026,852","2,040,995"
Sudan,Oct-21,"3,929,537","19,696"
Sudan,Nov-21,"155,684","754,093"
Sudan,Dec-21,"4,174,772","1,364"
Sudan,Jan-22,"1,761,949","1,102,039"
Sudan,Feb-22,"18,230,389","504,047"
Sudan,Mar-22,"11,750,046","933,664"
Sudan,Apr-22,"31,873,970","222,318"
Sudan,May-22,"11,329,811","4,835,592"
Sudan,Jun-22,"1,774,500","5,591,603"
Sudan,Jul-22,"11,419,580","7,239,958"
Sudan,Aug-22,"6,135,291","8,865,818"
Sudan,Sep-22,"1,503,074","4,423,115"
Sudan,Oct-22,"32,293,743","1,675,265"
Sudan,Nov-22,"11,288,488","1,308,519"
Sudan,Dec-22,"3,424,396","698,828"
Sudan,Jan-23,"3,762,008","688,709"
Sudan,Feb-23,"887,164","1,391,673"
Sudan,Mar-23,"11,622,225","946,880"
Sudan,Apr-23,"17,559,879","1,439,407"
Sudan,May-23,"99,195","603,358"
Sudan,Jun-23,"224,797","91,125"
Sudan,Jul-23,"2,334,248","30,035"
Sudan,Aug-23,"450,392","217,851"
Sudan,Sep-23,"4,504,302","3,816,950"
Sudan,Oct-23,"6,757,314","2,484,285"
Sudan,Nov-23,"820,310","1,117"
Sudan,Dec-23,"5,755,468","305,566"
Suriname,Jan-15,"31,529,901","27,614,879"
Suriname,Feb-15,"34,106,112","18,950,504"
Suriname,Mar-15,"35,974,673","11,475,125"
Suriname,Apr-15,"36,768,951","8,103,638"
Suriname,May-15,"50,549,534","9,793,884"
Suriname,Jun-15,"43,088,644","14,348,345"
Suriname,Jul-15,"35,903,561","12,002,436"
Suriname,Aug-15,"32,321,528","11,781,572"
Suriname,Sep-15,"44,008,149","10,269,436"
